,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[  85 7429],[  96 7419],[  63 7436],1.7857142857142856,2.5,2.0654961300426655,-64.16627871705806
1,[  68 4112],[  61 4107],[  89 4133],-1.3461538461538467,-1.3461538461538463,-1.3461500000000002,53.392846823741266
2,[ 153 2119],[ 133 2139],[ 159 2109],0.5,0.5,0.5,-26.56505117707799
3,[ 221 2150],[ 205 2168],[ 221 2132],0.3,0.30000000000000004,0.3,-16.69924423399362
4,[142 567],[125 584],[149 553],0.6,0.7000000000000001,0.6605672547867757,-33.44744480599446
5,[ 494 4482],[ 494 4482],,-0.19999999999999998,,-0.19999999999999998,11.309932474020213
6,[ 774 6362],[ 799 6389],[ 772 6361],-0.7000000000000001,-0.7000000000000001,-0.6999999999999998,34.992020198558656
7,[ 601 7538],[ 601 7573],[ 601 7535],0.0,0.0,0.0,0.0
8,[  94 3631],[  77 3648],[ 104 3620],1.0,1.0,1.0,-44.99999999999999
9,[ 303 5241],[ 303 5205],[ 303 5243],0.0,0.0,0.0,0.0
10,[ 650 1777],[ 656 1789],[ 650 1750],-0.30000000000000004,-0.2,-0.26680455148361276,14.938792647174928
11,[ 750 1727],[ 774 1752],[ 746 1723],-0.5,-0.7000000000000001,-0.6719348482331077,33.898529053602786
12,[ 831 6202],[ 824 6202],[ 860 6207],inf,-2.5,-13.009956406830115,85.60464773963844
13,[  53 1905],[  83 1929],[  49 1905],-2.4999999999999996,inf,-26.511715890373182,87.83987461749618
14,[ 808 6887],[ 803 6892],[ 834 6870],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
15,[ 473 7517],[ 467 7511],[ 479 7547],-0.30000000000000004,-0.3,-0.3,16.69924423399362
16,[ 839 7061],[ 811 7033],[ 839 7062],-1.7857142857142858,-2.5,-2.482405774758718,68.05869725423614
17,[  77 2638],[  93 2652],[  61 2631],-1.7857142857142856,-1.7857142857142856,-1.7857100000000001,60.751115041598325
18,[ 493 4852],[ 467 4879],[ 496 4845],0.30000000000000004,0.3,0.3,-16.69924423399362
19,[ 774 4514],[ 766 4522],[ 790 4492],0.8,0.7000000000000001,0.7706264468975913,-37.618797291770974
20,[ 802 1660],[ 786 1644],[ 814 1670],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
21,[ 388 6787],,[ 388 6787],,0.0,0.0,0.0
22,[ 834 2314],[ 824 2314],[ 861 2314],inf,inf,100.0,-89.42706130231674
23,[ 107 2886],[ 100 2893],[ 126 2864],0.8,0.7000000000000001,0.7745960820514963,-37.76122287983654
24,[ 234 6786],[ 261 6754],[ 234 6787],0.3,0.20000000000000004,0.202332696508614,-11.438387773490918
25,[569 964],[590 940],[569 976],0.30000000000000004,0.0,0.08202242242558327,-4.689041974953862
26,[823 831],[814 822],[848 838],-2.5,-2.5,-2.5,68.19859051364821
27,[ 759 5595],[ 786 5622],[ 758 5594],-0.7000000000000001,-0.6,-0.6035714285714285,31.113981094792706
28,[ 524 2561],[ 524 2562],[ 525 2523],0.0,0.30000000000000004,0.007689713770948011,-0.4405794608053575
