Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
39,[ 788 1733],[ 815 1704],[ 778 1751],0.5,0.5,0.5,-26.56505117707799
575,[1099 1862],[1071 1899],[1099 1840],0.3,0.0,0.0964906200205948,-5.511442898719192
1689,[1380  963],[1410  993],[1366  954],-1.0,-1.3461538461538465,-1.2486197629124267,51.30930978191875
2343,[1276  267],[1305  297],[1268  250],-0.5,-0.5,-0.5,26.56505117707799
549,[ 965 1291],[ 993 1320],[ 963 1269],-0.3,-0.3,-0.3,16.69924423399362
2292,[ 356 1616],[ 329 1584],[ 360 1641],-0.3,-0.3,-0.2999999999999999,16.69924423399362
1473,[223 154],[245 178],[215 129],-0.5,-0.3,-0.3892718713313456,21.269563689455595
1159,[780 495],[780 495],,-0.5,,-0.5,26.56505117707799
1487,[735 140],[754 121],[722 170],0.3,0.3,0.3,-16.69924423399362
745,[ 268 1688],[ 291 1713],[ 256 1665],-0.5,-0.3,-0.3865999762843061,21.136500644913447
2095,[573 932],[560 946],[587 894],0.3,0.3,0.3,-16.69924423399362
2360,[1385 1376],[1425 1338],[1382 1378],1.3461538461538465,1.5,1.4905625576472938,-56.14282796886599
1957,[ 571 1618],[ 579 1607],[ 543 1658],0.3,0.3,0.3,-16.69924423399362
2202,[1358  223],[1380  246],[1338  204],-1.0,-1.0,-1.0,44.99999999999999
1934,[ 148 1424],[ 143 1429],[ 182 1385],0.8,0.7000000000000001,0.7879765830758075,-38.23728220373444
971,[ 533 1666],[ 495 1706],[ 536 1657],0.3,0.3,0.3,-16.69924423399362
2316,[1304  518],[1341  481],[1299  523],0.5,0.7000000000000001,0.6761904761904761,-34.06618321424421
272,[ 828 2087],[ 789 2047],[ 831 2092],-0.3,-0.3,-0.3,16.69924423399362
2172,[ 900 1239],[ 890 1229],[ 924 1279],-0.3,-0.3,-0.3,16.69924423399362
2223,[ 174 1385],[ 136 1423],[ 177 1381],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
2010,[ 690 2123],[ 669 2101],[ 701 2150],-0.5,-0.3,-0.3978863801290932,21.69693561471028
2301,[ 466 2187],[ 453 2169],[ 475 2222],-0.3,-0.3,-0.3,16.69924423399362
669,[ 931 1264],[ 896 1227],[ 935 1276],-0.3,-0.3,-0.3,16.69924423399362
2447,[991 507],[1018  537],[985 486],-0.3,-0.3,-0.3,16.69924423399362
1178,[  42 1254],[  26 1269],[  80 1243],2.5,2.4999999999999996,2.5,-68.19859051364821
739,[ 827 1304],[ 792 1268],[ 832 1314],-0.3,-0.5,-0.4635759636209036,24.871305466854505
1196,[ 997 2005],[ 977 1982],[1002 2037],-0.3,-0.3,-0.3,16.69924423399362
1504,[ 876 2124],[ 884 2134],[ 853 2084],-0.5,-0.3,-0.4565502048269152,24.53907813761818
496,[1178 1280],[1154 1310],[1182 1258],0.3,0.3,0.3,-16.69924423399362
2014,[ 577 2164],[ 559 2144],[ 585 2196],-0.3,-0.3,-0.3,16.69924423399362
805,[186 946],[215 976],[176 932],-1.0,-0.7000000000000001,-0.7875852738080161,38.223447583010184
612,[824 208],[862 169],[820 214],0.5,0.5,0.5,-26.56505117707799
1715,[759 986],[ 729 1016],[767 969],0.5,0.5,0.5,-26.56505117707799
1706,[ 856 1270],[ 837 1249],[ 871 1298],-0.3,-0.3,-0.3,16.69924423399362
1414,[  69 1826],[  37 1794],[  85 1833],-1.7857142857142856,-1.7857142857142856,-1.78571,60.751115041598325
1569,[272 623],[293 600],[262 649],0.3,0.3,0.2999999999999999,-16.69924423399362
2239,[ 560 2216],[ 596 2255],[ 559 2205],-0.3,-0.3,-0.3,16.69924423399362
1431,[695 922],[728 887],[689 933],0.3,0.5,0.4586701838150575,-24.63951234056236
450,[ 826 1344],[ 851 1370],[ 819 1320],-0.5,-0.3,-0.3818740946282756,20.900561405576557
874,[1004  462],[970 428],[1009  480],-0.3,-0.3,-0.3,16.69924423399362
2197,[792 185],[823 152],[786 199],0.5,0.3,0.3503451689749908,-19.30766278633375
397,[ 67 263],[ 38 236],[ 87 271],-1.7857142857142856,-2.4999999999999996,-2.248441788065911,66.02277607683119
353,[180 648],[164 666],[196 617],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
1025,[ 495 2193],[ 472 2166],[ 502 2218],-0.3,-0.3,-0.3,16.69924423399362
769,[1361  901],[1344  886],[1393  917],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
2397,[1113  434],[1130  413],[1112  472],0.3,0.3,0.3,-16.69924423399362
229,[1374 2158],[1337 2193],[1381 2155],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
1847,[352 635],[361 615],[346 668],0.3,0.3,0.3,-16.69924423399362
827,[ 172 1716],[ 212 1756],[ 170 1714],-0.8,-0.8,-0.8,38.659808254090095
1174,[1037 1815],[1068 1782],[1031 1834],0.3,0.3,0.3,-16.69924423399362
2144,[ 168 1000],[ 179 1009],[133 973],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
855,[292 854],[261 822],[295 874],-0.3,-0.3,-0.3,16.69924423399362
2475,[965 509],[995 542],[960 492],-0.3,-0.3,-0.3,16.69924423399362
997,[1373 1374],[1334 1412],[1376 1370],1.0,1.0,1.0,-44.99999999999999
1914,[988 308],[968 328],[995 273],0.3,0.3,0.2999999999999999,-16.69924423399362
1747,[ 256 1673],[ 293 1712],[ 253 1666],-0.3,-0.3,-0.3,16.69924423399362
1639,[1022  451],[998 422],[1028  477],-0.3,-0.3,-0.3,16.69924423399362
680,[ 958 1005],[975 987],[ 949 1039],0.3,0.3,0.3,-16.69924423399362
1112,[1222  447],[1236  431],[1212  486],0.3,0.3,0.3,-16.69924423399362
605,[ 121 1106],[ 128 1109],[  81 1068],-2.4999999999999996,-1.7857142857142856,-2.4133616193420377,67.49284938594123
2083,[1177 2052],[1143 2086],[1183 2036],0.3,0.3,0.3,-16.69924423399362
529,[678 921],[717 882],[675 927],0.5,0.5,0.5,-26.56505117707799
1128,[ 234 1436],[ 204 1467],[ 241 1419],0.5,0.3,0.3597644845986634,-19.78692960237971
254,[274 704],[265 714],[311 664],0.5,0.3,0.4603968285760136,-24.72119316667413
1620,[577 849],[590 833],[564 886],0.3,0.3,0.3,-16.69924423399362
2073,[270 851],[247 827],[275 879],-0.3,-0.3,-0.3,16.69924423399362
