Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
242,[ 800 7162],[ 826 7136],[ 789 7183],0.5,0.5,0.5,-26.56505117707799
1473,[  88 1977],[ 124 1947],[  74 1982],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
1206,[ 991 2768],[ 980 2752],[ 997 2808],-0.3,-0.3,-0.3,16.69924423399362
461,[ 562 4492],[ 544 4471],[ 571 4522],-0.3,-0.3,-0.2999999999999999,16.69924423399362
1568,[ 185 7094],[ 164 7073],[ 201 7118],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
291,[  32 6545],[  12 6528],[  70 6551],-2.5,-2.4999999999999996,-2.5,68.19859051364821
498,[ 169 6819],[ 137 6851],[ 177 6808],0.8,0.7000000000000001,0.7231096237237511,-35.87105383716925
224,[ 800 2574],[ 786 2591],[ 815 2540],0.3,0.3,0.3,-16.69924423399362
1238,[153 925],[124 896],[165 938],-1.0,-1.0,-1.0,44.99999999999999
670,[1113 6469],[1113 6434],[1114 6489],-0.3,-0.3,-0.3,16.69924423399362
1572,[1372  654],[1355  671],[1403  638],1.7857142857142858,1.7857142857142858,1.78571,-60.75111504159832
350,[1137 1208],[1145 1189],[1132 1248],0.3,0.3,0.3,-16.69924423399362
2295,[ 785 5938],[ 774 5927],[ 804 5977],-0.5,-0.3,-0.4472114740722158,24.09474126131715
171,[1248 3390],[1272 3414],[1240 3363],-0.5,-0.3,-0.3906912379295343,21.34015194188296
1504,[ 602 6861],[ 631 6892],[ 595 6843],-0.5,-0.3,-0.3625395531591475,19.927583652569115
130,[  54 1877],[  18 1843],[  72 1882],-2.5,-2.4999999999999996,-2.5,68.19859051364821
570,[1179 1210],[1188 1195],[1153 1250],0.3,0.3,0.3,-16.69924423399362
2107,[ 130 3648],[ 167 3612],[ 125 3652],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
1023,[ 633 5603],[ 618 5620],[ 646 5569],0.3,0.3,0.3,-16.69924423399362
520,[ 765 5226],[ 803 5266],[ 762 5221],-0.3,-0.5,-0.480883193217002,25.682119125564252
523,[ 581 5576],[ 561 5599],[ 590 5548],0.3,0.3,0.2999999999999999,-16.69924423399362
539,[1324 3309],[1286 3271],[1327 3313],-0.8,-0.8,-0.8,38.659808254090095
1608,[ 364 1428],[ 385 1391],[ 364 1445],0.3,0.0,0.0856508108738086,-4.895482118596831
614,[  28 4248],[   8 4237],[  68 4248],-2.5,inf,-3.9265890263141654,75.7119893684907
95,[ 327 2184],[ 347 2163],[ 321 2215],0.3,0.3,0.3,-16.69924423399362
2448,[ 792 7203],[ 761 7235],[ 799 7188],0.5,0.5,0.5,-26.56505117707799
587,[1016  307],[993 333],[1017  277],0.3,0.3,0.3,-16.69924423399362
812,[ 969 7203],[ 976 7192],[ 947 7243],0.3,0.3,0.3,-16.69924423399362
912,[ 642 6804],[ 613 6774],[ 648 6822],-0.3,-0.3,-0.3,16.69924423399362
11,[1396 3754],[1361 3787],[1406 3748],2.4999999999999996,1.5625,1.7454308059057488,-60.19054966271656
2100,[ 702 2095],[ 692 2085],[ 723 2135],-0.5,-0.5,-0.5,26.56505117707799
503,[ 266 2210],[ 227 2250],[ 268 2202],0.5,0.3,0.3257243434637016,-18.04169058969515
675,[1214 7489],[1185 7520],[1217 7470],0.3,0.3,0.3,-16.69924423399362
554,[ 596 4474],[ 583 4458],[ 612 4508],-0.3,-0.3,-0.2999999999999999,16.69924423399362
2117,[ 537 1441],[ 575 1480],[ 535 1430],-0.3,-0.3,-0.3,16.69924423399362
585,[1403 6169],[1377 6195],[1430 6167],2.4999999999999996,2.4999999999999996,2.4999999999999996,-68.19859051364818
689,[ 692 5595],[ 654 5635],[ 694 5589],0.5,0.5,0.5,-26.56505117707799
1649,[1466 2293],[1490 2272],[1432 2301],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
1491,[ 940 2077],[ 960 2101],[ 931 2050],-0.3,-0.3,-0.3,16.69924423399362
904,[635 636],[668 671],[631 623],-0.5,-0.3,-0.3440850981910076,18.98757678613641
