Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
62,[1465 3090],[1492 3076],[1433 3090],2.4999999999999996,inf,4.876079113397742,-78.41032061040322
731,[ 295 1392],[ 308 1379],[ 282 1430],0.3,0.3,0.3,-16.69924423399362
1409,[1148 4385],[1137 4408],[1148 4354],0.3,0.3,0.3,-16.69924423399362
2299,[ 481 2972],[ 449 2940],[ 485 2991],-0.3,-0.3,-0.3,16.69924423399362
2249,[ 88 304],[127 338],[ 79 299],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
2252,[ 765 3336],[ 750 3351],[ 783 3302],0.5,0.3,0.4289149066943443,-23.215214523241187
232,[ 276 3180],[ 248 3152],[ 280 3203],-0.3,-0.3,-0.3,16.69924423399362
427,[1018 2569],[1037 2550],[1009 2602],0.3,0.3,0.3,-16.69924423399362
110,[1361 1312],[1382 1290],[1341 1332],1.0,1.0,1.0,-44.99999999999999
613,[1370 6881],[1360 6889],[1410 6860],1.7857142857142858,2.4999999999999996,1.9434677652960783,-62.77217887980614
