,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 142 2077],[ 154 2063],[ 132 2094],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
1,[ 840 1494],[ 821 1510],[ 854 1490],2.5,2.5,2.5,-68.19859051364821
2,[ 194 1761],[ 204 1773],[ 188 1739],-0.30000000000000004,-0.3,-0.3,16.69924423399362
3,[ 161 2082],[ 170 2073],[ 146 2103],0.6,0.7000000000000001,0.6330295985389094,-32.33502113619506
4,[ 774 2895],[ 779 2888],[ 761 2922],0.7000000000000001,0.5,0.6553925110786063,-33.240533433117996
5,[ 850 1419],[ 859 1410],[ 828 1432],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
6,[824 734],[821 734],[857 729],2.5,2.5,2.5,-68.19859051364821
7,[ 324 3699],[ 350 3731],[ 324 3693],-0.30000000000000004,0.0,-0.03811051758480642,2.182515584655089
8,[ 399 2125],[ 377 2099],[ 402 2133],-0.3,-0.30000000000000004,-0.3,16.69924423399362
9,[  25 3431],[  14 3424],[  52 3434],-2.5,-2.5,-2.5,68.19859051364821
10,[ 723 3667],[ 743 3646],[ 719 3678],0.5,0.3,0.35751031176445147,-19.67249385458185
11,[ 630 1307],[ 637 1294],[ 630 1333],0.30000000000000004,0.0,0.19134144133226957,-10.832129796376131
12,[ 853 3196],[ 870 3211],[ 839 3188],-1.7857142857142858,-1.7857142857142858,-1.78571,60.75111504159832
13,[ 775 1338],[ 778 1335],[ 756 1367],0.6,0.7000000000000001,0.6109030243298628,-31.420884163553104
14,[390 939],[412 915],[388 950],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
15,[ 900 3106],[ 901 3106],[ 861 3106],inf,-2.5,-100.0,89.42706130231674
16,[ 825 1581],[ 820 1580],[ 855 1590],-2.5,-2.5,-2.5,68.19859051364821
17,[ 109 1331],[  99 1342],[ 123 1312],0.7000000000000001,0.7000000000000001,0.7000000000000001,-34.99202019855867
18,[ 660 2495],[ 657 2489],[ 666 2524],-0.3,-0.30000000000000004,-0.3,16.69924423399362
19,[ 194 3272],[ 177 3253],[ 199 3286],-0.5,-0.30000000000000004,-0.37366520893470606,20.488966700736434
20,[  55 1230],[  29 1256],[  59 1227],1.7857142857142858,2.5,2.4144963310393575,-67.50237241040891
21,[ 162 3637],[ 171 3626],[ 151 3658],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
22,[ 296 2479],[ 292 2457],[ 296 2496],-0.3,0.0,-0.12957093295018612,7.382735633109937
23,[ 491 3263],[ 492 3257],[ 488 3294],0.30000000000000004,0.3,0.3,-16.69924423399362
24,[569 230],[569 240],[576 201],0.0,0.3,0.07531468777349085,-4.307082335699265
25,[262 203],[266 207],[261 171],-0.3,-0.30000000000000004,-0.3,16.69924423399362
26,[ 261 2178],[ 261 2180],[ 267 2140],0.0,0.30000000000000004,0.014825515497293775,-0.8493772408666135
27,[ 702 3641],[ 708 3634],[ 694 3670],0.30000000000000004,0.3,0.3,-16.69924423399362
28,[725 952],[700 926],[727 956],-0.5,-0.5,-0.5,26.56505117707799
29,[  98 2032],[ 111 2019],[  83 2046],1.5,1.1764705882352942,1.3471064602247191,-53.41232538656461
30,[  39 2669],[  14 2648],[  50 2669],-2.5,inf,-9.920376235142959,84.24387858483898
31,[ 189 1750],[ 210 1771],[ 188 1739],-0.30000000000000004,-0.3,-0.3,16.69924423399362
32,[ 231 2877],[ 234 2874],[ 224 2909],0.30000000000000004,0.3,0.29999999999999993,-16.69924423399362
33,[ 226 2538],[ 227 2542],[ 217 2506],-0.30000000000000004,-0.3,-0.29999999999999993,16.69924423399362
34,[ 185 3711],[ 183 3715],[ 192 3677],0.3,0.30000000000000004,0.3,-16.69924423399362
35,[ 711 3677],[ 684 3707],[ 712 3676],0.3,0.5,0.49322939240672137,-26.253869681512974
36,[ 632 1350],[ 630 1370],[ 635 1334],0.3,0.30000000000000004,0.3,-16.69924423399362
37,[512 230],[512 234],[519 196],0.0,0.3,0.030997251386462126,-1.7754431937854285
38,[ 169 2532],[ 191 2554],[ 166 2524],-0.30000000000000004,-0.5,-0.45691016504601556,24.556142641407742
39,[ 159 3632],[ 166 3623],[ 146 3655],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
40,[457 165],[470 149],[451 184],0.3,0.30000000000000004,0.3,-16.69924423399362
41,[ 604 3654],[ 593 3621],[ 604 3660],-0.3,0.0,-0.04413381403009703,2.5270414107671275
42,[ 395 1321],[ 395 1320],[ 402 1357],0.0,-0.30000000000000004,-0.007963000366469753,0.45623667019555336
43,[ 819 1675],[ 842 1698],[ 814 1672],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
44,[ 342 2950],[ 342 2956],[ 342 2916],0.0,0.0,0.0,0.0
45,[ 670 2499],[ 662 2488],[ 675 2523],-0.3,-0.30000000000000004,-0.3,16.69924423399362
46,[ 774 1700],[ 752 1676],[ 778 1704],-0.7000000000000001,-0.8,-0.7851970981584104,38.13890021002594
47,[  75 2077],[  65 2086],[  94 2061],1.1764705882352942,1.3461538461538463,1.2360841447689526,-51.026919102527415
48,[ 332 2114],[ 330 2104],[ 332 2140],-0.3,-0.30000000000000004,-0.3,16.69924423399362
49,[268 609],[258 627],[268 588],0.30000000000000004,0.20000000000000004,0.25049137693262347,-14.062738119848824
50,[ 447 2929],[ 453 2940],[ 443 2903],-0.30000000000000004,-0.3,-0.3,16.69924423399362
51,[149 587],[143 594],[163 561],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
52,[ 685 3638],[ 693 3630],[ 681 3667],0.30000000000000004,0.3,0.3,-16.69924423399362
53,[ 506 3663],[ 477 3634],[ 506 3668],-0.3,0.0,-0.03260005429283623,1.8671842517839317
54,[ 783 3752],[ 776 3759],[ 803 3731],1.0,1.0,1.0,-44.99999999999999
55,[ 348 1717],[ 378 1686],[ 348 1722],0.30000000000000004,0.0,0.03115956635641011,-1.784734182630771
56,[ 589 3664],[ 589 3698],[ 589 3660],0.0,0.0,0.0,0.0
57,[ 884 1520],[ 898 1507],[ 860 1523],2.5,2.5,2.5,-68.19859051364821
58,[117 577],[117 579],[138 547],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
59,[ 235 2504],[ 266 2535],[ 235 2502],-0.30000000000000004,0.0,-0.013088828081407492,0.7498917866176263
60,[  80 2856],[  69 2867],[  96 2839],1.0,1.0,1.0,-44.99999999999999
61,[ 608 2871],[ 615 2845],[ 608 2884],0.30000000000000004,0.0,0.09768113981856623,-5.579017713115421
62,[ 65 316],[ 89 336],[ 58 312],-2.4999999999999996,-2.5,-2.4999999999999996,68.19859051364818
63,[ 700 2532],[ 718 2553],[ 699 2518],-0.30000000000000004,-0.3,-0.3,16.69924423399362
64,[ 300 2891],[ 300 2880],[ 296 2917],0.0,0.3,0.08845787476457963,-5.055105233532352
65,[762 137],[750 125],[774 155],-0.6,-0.7000000000000001,-0.6439607805437114,32.77994684935576
66,[ 457 1312],[ 457 1309],[ 462 1347],0.0,-0.30000000000000004,-0.02346479061514475,1.34418680414651
67,[680 956],[662 936],[684 969],-0.30000000000000004,-0.30000000000000004,-0.29999999999999993,16.69924423399362
68,[ 474 1368],[ 486 1382],[ 472 1346],-0.30000000000000004,-0.3,-0.30000000000000004,16.69924423399362
69,[ 681 2115],,[ 681 2115],,0.3,0.3,-16.69924423399362
70,[829 698],[814 712],[847 693],1.7857142857142858,2.5,2.1595893476630104,-65.15345734859234
71,[ 644 2492],[ 644 2490],[ 644 2527],-0.19999999999999998,0.0,-0.1891891891891892,10.713123022791038
72,[ 443 3704],[ 453 3716],[ 437 3680],-0.30000000000000004,-0.3,-0.29999999999999993,16.69924423399362
73,[711 540],[718 533],[704 569],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
74,[ 422 2943],[ 424 2945],[ 418 2907],-0.30000000000000004,-0.3,-0.3,16.69924423399362
75,[ 111 1759],[  97 1745],[ 124 1773],-0.8,-1.0,-0.901783922881657,42.04363273594762
76,[ 699 2928],[ 695 2934],[ 705 2898],0.3,0.30000000000000004,0.30000000000000004,-16.69924423399362
77,[ 94 975],[ 93 973],[ 115 1004],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
78,[ 398 3293],[ 377 3315],[ 398 3280],0.3,0.19999999999999998,0.22994438683457463,-12.949738168640662
79,[329 573],[329 552],[332 588],-0.2,-0.30000000000000004,-0.2578559278471761,14.459088529507117
80,[606 962],[606 940],[611 977],0.0,-0.30000000000000004,-0.1745505863865106,9.901259244160025
81,[ 346 1739],[ 330 1758],[ 346 1722],0.3,0.0,0.12189442668724709,-6.9497511416034925
82,[ 841 3050],[ 822 3067],[ 855 3047],2.5,2.5,2.4999999999999996,-68.19859051364818
83,[  52 2704],[  83 2704],[  47 2703],inf,-2.5,-2.9112112510961925,71.04242215517193
84,[ 825 3056],[ 820 3058],[ 855 3047],2.5,2.5,2.5,-68.19859051364821
85,[491 207],[471 227],[495 192],0.30000000000000004,0.3,0.3,-16.69924423399362
86,[ 758 1380],[ 738 1401],[ 762 1371],0.5,0.5,0.5,-26.56505117707799
87,[582 962],[582 940],[582 977],0.0,0.0,0.0,0.0
88,[785 660],[783 662],[814 639],1.0,1.3461538461538465,1.0253422857654049,-45.716881416596074
89,[846  19],[824   6],[857  32],-2.5,inf,-6.2514365064690836,80.91177705276823
90,[ 561 2846],[ 561 2846],,0.0,,0.0,0.0
91,[ 801 3005],[ 797 3008],[ 831 2990],1.5,1.3461538461538465,1.480040746022386,-55.95479437954045
92,[ 826 1622],[ 810 1608],[ 841 1630],-1.7857142857142858,-1.7857142857142858,-1.78571,60.75111504159832
93,[ 747 1401],[ 743 1404],[ 765 1373],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
94,[ 852 1571],[ 824 1558],[ 858 1572],-2.5,-2.5,-2.5,68.19859051364821
95,[ 879 3839],[ 896 3823],[ 857 3830],2.5,inf,4.955353551313314,-78.59082891910211
96,[  45 2670],[  16 2641],[  50 2670],-2.5,inf,-23.006096654409877,87.5111059839877
97,[817 114],[790  88],[818 115],-1.176470588235294,-1.176470588235294,-1.17647,49.63544929005889
98,[488 980],[ 466 1002],[489 967],0.30000000000000004,0.30000000000000004,0.30000000000000004,-16.69924423399362
99,[ 121 1326],[ 102 1345],[ 130 1317],0.8,0.8,0.8,-38.659808254090095
100,[ 710 3257],[ 706 3252],[ 724 3285],-0.3,-0.30000000000000004,-0.3,16.69924423399362
101,[145 975],[123 951],[148 981],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
102,[ 275 2527],[ 277 2534],[ 272 2498],-0.30000000000000004,-0.3,-0.3,16.69924423399362
103,[  52 2776],[  26 2801],[  57 2773],1.7857142857142858,2.5,2.400597664032608,-67.3851996025493
104,[  65 2730],[  83 2718],[  49 2732],2.4999999999999996,2.5,2.5,-68.19859051364821
105,[503 991],[ 489 1006],[506 970],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
106,[ 839 1681],[ 848 1691],[ 819 1666],-1.176470588235294,-1.3461538461538465,-1.2358353000173123,51.02127826767553
107,[ 451 2523],[ 427 2547],[ 452 2513],0.3,0.30000000000000004,0.3,-16.69924423399362
108,[287 587],[287 552],[287 589],0.0,0.0,0.0,0.0
109,[ 674 2491],[ 673 2486],[ 679 2522],-0.3,-0.30000000000000004,-0.3,16.69924423399362
110,[ 821 2434],[ 795 2409],[ 823 2436],-1.5,-1.5,-1.5,56.30993247402022
111,[867  65],[883  80],[851  57],-2.5,-2.5,-2.5,68.19859051364821
112,[ 849 2329],[ 824 2329],[ 860 2331],inf,-2.5,-3.6180339887498945,74.54956291367418
113,[ 424 2134],[ 453 2164],[ 424 2130],-0.30000000000000004,-0.20000000000000004,-0.20874789381798264,11.791051569272609
114,[ 135 3605],[ 138 3602],[ 114 3632],1.0,0.7000000000000001,0.9668956668048505,-44.03575998509897
115,[ 451 3276],[ 469 3253],[ 451 3288],0.30000000000000004,0.3,0.3,-16.69924423399362
116,[ 620 3667],[ 620 3698],[ 620 3661],0.0,0.19999999999999998,0.16756756756756758,-9.512537602278984
117,[ 157 1000],[ 170 1013],[146 983],-0.6,-0.7000000000000001,-0.647587982840535,32.92660867764798
118,[ 415 2148],[ 430 2168],[ 412 2132],-0.30000000000000004,-0.3,-0.3,16.69924423399362
