,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 155 1014],[ 158 1017],[115 981],-1.7857142857142858,-1.7857142857142856,-1.7857100000000001,60.751115041598325
1,[ 207 5288],[ 215 5282],[ 167 5311],2.4999999999999996,2.4999999999999996,2.4999999999999996,-68.19859051364818
2,[  51 1219],[  20 1249],[  70 1215],2.5,2.4999999999999996,2.5,-68.19859051364821
3,[  70 4440],[  61 4447],[ 109 4420],1.7857142857142856,1.7857142857142856,1.78571,-60.75111504159832
4,[  62 2808],[  33 2837],[  80 2803],2.5,2.4999999999999996,2.5000000000000004,-68.19859051364821
5,[  39 3568],[  23 3584],[  74 3559],2.5,2.4999999999999996,2.5,-68.19859051364821
6,[ 205 4007],[ 212 4013],[ 165 3983],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
7,[125 609],[ 96 636],[140 602],1.7857142857142856,1.785714285714286,1.78571,-60.75111504159832
8,[163 613],[193 583],[150 620],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
9,[ 125 4584],[ 125 4584],,2.4999999999999996,,2.4999999999999996,-68.19859051364818
10,[ 107 5101],[ 124 5088],[  75 5110],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
11,[ 152 3349],[ 154 3351],[ 112 3313],-1.7857142857142858,-1.7857142857142856,-1.78571,60.75111504159832
12,[135 128],[107 102],[151 137],-1.7857142857142856,-1.7857142857142858,-1.78571,60.75111504159832
13,[ 161 2540],[ 169 2547],[ 124 2515],-1.3461538461538463,-1.3461538461538463,-1.3461499999999997,53.39284682374126
14,[  57 1101],[  19 1066],[  69 1103],-2.5,-2.4999999999999996,-2.5,68.19859051364821
15,[ 210 5354],[ 233 5335],[ 181 5360],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
16,[  43 2603],[  28 2588],[  78 2614],-2.5,-2.4999999999999996,-2.5000000000000004,68.19859051364821
17,[  36 3418],[  17 3399],[  70 3422],-2.5,-2.4999999999999996,-2.5,68.19859051364821
18,[ 159 4462],[ 182 4439],[ 138 4473],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
19,[ 177 1642],[ 216 1678],[ 171 1641],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
20,[ 186 3012],[ 223 2977],[ 176 3012],2.4999999999999996,2.4999999999999996,2.4999999999999996,-68.19859051364818
21,[ 142 2425],[ 118 2401],[ 164 2433],-1.7857142857142856,-2.4999999999999996,-2.2084403306573894,65.63859012300342
22,[ 98 995],[ 63 961],[106 998],-1.7857142857142856,-1.7857142857142856,-1.78571,60.75111504159832
23,[ 122 1290],[ 145 1267],[ 101 1301],1.785714285714286,1.3461538461538463,1.5314568975137692,-56.856548024426594
24,[ 102 2520],[  73 2493],[ 117 2527],-1.3461538461538463,-1.7857142857142856,-1.656188664732675,58.876590932437
25,[ 92 575],[ 73 593],[118 561],1.3461538461538463,1.3461538461538463,1.3461499999999997,-53.39284682374126
26,[ 167 2436],[ 207 2474],[ 164 2435],-1.7857142857142858,-2.4999999999999996,-2.4612789305197564,67.88844498159793
27,[ 116 4012],[  98 3996],[ 144 4027],-1.7857142857142856,-1.3461538461538463,-1.5961595022695954,57.93269974327038
28,[ 133 3814],[ 128 3817],[ 173 3780],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
29,[  48 5642],[  48 5642],,-1.7857142857142856,,-1.7857142857142856,60.751173663453024
30,[  42 2645],[  17 2624],[  70 2647],-2.5,-2.4999999999999996,-2.4999999999999996,68.19859051364818
31,[  95 5224],[  73 5245],[ 118 5212],1.7857142857142856,1.7857142857142856,1.78571,-60.75111504159832
32,[  85 2742],[ 117 2723],[  68 2743],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
33,[  85 1988],[ 118 1957],[  71 1991],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
34,[  70 3661],[  60 3670],[ 109 3645],1.7857142857142856,2.4999999999999996,1.9585227520720478,-62.95164744086677
35,[ 132 6065],[ 108 6087],[ 154 6057],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
36,[ 101 2170],[  92 2179],[ 137 2147],1.7857142857142856,1.3461538461538463,1.6848102128882165,-59.309230892049115
37,[ 195 1713],[ 199 1716],[ 155 1680],-1.7857142857142858,-2.4999999999999996,-1.8485261864318807,61.58787478164228
38,[ 205 1604],[ 232 1631],[ 182 1597],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
39,[  66 1349],[  63 1350],[ 106 1313],1.7857142857142856,1.7857142857142856,1.78571,-60.75111504159832
40,[ 220 3913],[ 238 3931],[ 184 3907],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
41,[ 125 2831],[ 143 2814],[  97 2844],2.4999999999999996,1.7857142857142856,2.18209352139588,-65.37917362449402
42,[ 124 3018],[ 121 3019],[ 164 2979],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
43,[ 136 2607],[ 138 2609],[  96 2570],-2.4999999999999996,-1.7857142857142856,-2.4647518416810197,67.91660386869077
44,[ 189 3743],[ 211 3722],[ 164 3752],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
45,[ 210 3184],[ 227 3199],[ 176 3175],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
46,[ 101 3350],[ 138 3385],[  95 3347],-1.7857142857142858,-1.7857142857142856,-1.78571,60.75111504159832
47,[ 146 6003],[ 175 5976],[ 131 6010],1.785714285714286,1.3461538461538463,1.4756713352673247,-55.87616862088353
48,[ 117 3216],[ 106 3205],[ 154 3231],-1.7857142857142856,-2.4999999999999996,-1.9859891736636563,63.2734921480099
49,[ 141 6087],[ 117 6109],[ 164 6080],1.7857142857142856,2.4999999999999996,2.196591568032395,-65.52256237419446
50,[ 192 1474],[ 228 1441],[ 180 1479],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
51,[193  70],[226 101],[178  66],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
52,[128 904],[105 881],[151 912],-1.7857142857142856,-2.4999999999999996,-2.194188539250942,65.49890435974844
53,[ 207 6086],[ 221 6072],[ 171 6096],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
54,[ 195 4742],[ 221 4766],[ 174 4732],-2.4999999999999996,-2.4999999999999996,-2.4999999999999996,68.19859051364818
55,[ 65 194],[ 60 191],[105 225],-1.7857142857142856,-1.7857142857142856,-1.7857100000000001,60.751115041598325
56,[ 148 3250],[ 187 3289],[ 146 3249],-1.3461538461538463,-1.785714285714286,-1.768583684569035,60.51513184286026
