,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 61 497],[ 51 506],[ 77 488],1.1764705882352942,1.3461538461538463,1.2482312693328388,-51.300609971051024
1,[231 554],[243 537],[228 565],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
2,[547 649],[568 627],[546 650],1.0,1.0,1.0,-44.99999999999999
3,[147 255],[148 256],[131 230],-0.6,-0.7000000000000002,-0.6045479162370455,31.154972457169894
4,[389 614],[389 614],,0.0,,0.0,0.0
5,[548  58],[548  58],,-1.7857142857142858,,-1.7857142857142858,60.75117366345304
6,[239 210],[249 224],[236 195],-0.3,-0.30000000000000004,-0.30000000000000004,16.69924423399362
7,[137 523],[151 508],[131 532],0.5,0.7000000000000001,0.6309610652248816,-32.250330054241246
8,[457 585],[471 569],[456 597],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
9,[195 549],[212 531],[193 557],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
10,[489 125],[484 119],[499 146],-0.5,-0.5,-0.5,26.56505117707799
11,[559  48],[555  46],[582  60],-2.5,-2.5,-2.5000000000000004,68.19859051364821
12,[167 208],[146 187],[169 211],-0.30000000000000004,-0.3,-0.3,16.69924423399362
13,[ 61 398],[ 70 398],[ 41 398],2.4999999999999996,2.5,2.5000000000000004,-68.19859051364821
14,[ 57 467],[ 37 486],[ 60 463],1.3461538461538467,1.3461538461538467,1.3461500000000002,-53.392846823741266
15,[263 179],[252 161],[263 191],-0.30000000000000004,0.0,-0.1087776850333035,6.2080931148780785
16,[579  64],[556  43],[580  65],-1.7857142857142858,-1.7857142857142858,-1.7857100000000001,60.751115041598325
17,[ 68 404],[ 71 404],[ 42 407],2.4999999999999996,2.5,2.4999999999999996,-68.19859051364818
18,[172 526],[177 520],[165 548],0.5,0.30000000000000004,0.44944338318596444,-24.201218551774193
19,[ 58 408],[ 70 398],[ 42 408],2.4999999999999996,2.5000000000000004,2.5,-68.19859051364821
20,[393 575],[410 554],[393 583],0.30000000000000004,0.0,0.0685351789989643,-3.920645658072829
