Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
588,[160 725],[133 748],[181 714],2.4999999999999996,2.0,2.2003092972599982,-65.55907935708439
1061,[166 150],[193 177],[149 142],-1.7857142857142858,-1.785714285714286,-1.78571,60.751115041598325
1985,[198 621],[207 613],[158 640],1.785714285714286,1.7857142857142858,1.78571,-60.751115041598325
926,[196 151],[203 157],[156 126],-1.7857142857142858,-1.785714285714286,-1.78571,60.751115041598325
1380,[169  71],[130  34],[175  73],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
1159,[ 47 507],[ 35 519],[ 85 494],1.7857142857142856,2.4999999999999996,1.997880894266148,-63.41064506050318
1171,[117 618],[ 96 638],[141 605],1.7857142857142856,1.785714285714286,1.7857099999999997,-60.751115041598304
913,[ 49 363],[ 10 330],[ 64 366],-2.5,-2.4999999999999996,-2.5,68.19859051364821
214,[137  82],[121  67],[169  94],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
1622,[139 571],[170 542],[127 578],1.785714285714286,1.3461538461538465,1.4545330490675654,-55.491248882191755
1085,[ 94 526],[ 56 564],[ 97 522],1.5,1.5624999999999991,1.557179955971645,-57.291969422854315
1870,[144 690],[125 708],[173 681],2.4999999999999996,2.4999999999999996,2.4999999999999996,-68.19859051364818
1109,[100 259],[135 291],[ 91 256],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
2440,[117 128],[101 114],[148 143],-1.7857142857142856,-1.7857142857142858,-1.78571,60.75111504159832
306,[102 370],[116 376],[ 65 365],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
2204,[156 519],[157 518],[116 558],1.785714285714286,1.7857142857142856,1.78571,-60.75111504159832
2189,[222 720],[238 707],[182 715],2.4999999999999996,1.5000000000000002,2.1616345775585555,-65.17413095695981
1565,[ 70 242],[ 46 219],[ 93 249],-1.7857142857142856,-2.4999999999999996,-2.2002139364517235,65.55814396409832
1000,[190 582],[191 581],[150 622],1.785714285714286,1.7857142857142858,1.78571,-60.751115041598325
2051,[ 59 461],[ 25 492],[ 74 460],2.5,2.4999999999999996,2.5,-68.19859051364821
1087,[199 130],[211 140],[163 112],-1.7857142857142858,-2.4999999999999996,-1.9854168518243631,63.266858217774974
457,[180 189],[185 192],[140 160],-1.3461538461538465,-1.785714285714286,-1.3925506607816491,54.317618181326246
1730,[111 489],[134 468],[ 89 501],1.785714285714286,2.4999999999999996,2.1815205882188766,-65.37347483176035
20,[101 217],[ 65 181],[107 221],-1.7857142857142856,-1.7857142857142856,-1.7857099999999997,60.751115041598304
2233,[201  52],[232  81],[182  47],-2.4999999999999996,-1.5000000000000002,-1.8163909549936272,61.16535774927106
845,[145 242],[154 250],[107 222],-1.7857142857142858,-1.7857142857142856,-1.78571,60.75111504159832
1431,[108 613],[ 91 629],[137 598],1.7857142857142856,1.3461538461538465,1.6024498590783678,-58.034002236136274
856,[ 36 273],[ 27 264],[ 76 296],-2.5,-1.7857142857142856,-2.345565137875029,66.90967945871401
2414,[184 178],[190 183],[144 152],-1.7857142857142858,-1.785714285714286,-1.7857099999999997,60.751115041598304
850,[ 66 507],[ 41 532],[ 86 496],2.5,1.7857142857142856,2.0659396057046497,-64.17110278500165
294,[126 591],[ 90 627],[131 587],1.7857142857142856,1.3461538461538465,1.395256978944535,-54.370306715128415
849,[144 162],[182 198],[140 160],-1.7857142857142858,-1.785714285714286,-1.78571,60.75111504159832
