Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
1521,[ 113 4427],[  76 4463],[ 118 4421],1.1764705882352942,1.3461538461538465,1.3238522298741238,-52.933647270466814
2020,[1339 4798],[1326 4785],[1370 4823],-1.0,-1.3461538461538465,-1.1093275521637411,47.967015305164374
2285,[ 289 6109],[ 258 6142],[ 296 6091],0.3,0.3,0.3,-16.69924423399362
676,[1328 3609],[1347 3590],[1308 3634],0.8,0.7000000000000001,0.754369112830675,-37.02977424522201
1039,[1268 4366],[1297 4336],[1262 4384],0.5,0.3,0.3625172707085003,-19.926455262890304
185,[1199 1303],[1190 1315],[1213 1263],0.3,0.3,0.3,-16.69924423399362
2421,[  32 1934],[   8 1955],[  67 1931],2.5,2.4999999999999996,2.5,-68.19859051364821
1593,[1211 1288],[1186 1314],[1218 1264],0.3,0.3,0.3,-16.69924423399362
1293,[ 355 5547],[ 380 5572],[ 353 5519],-0.3,-0.3,-0.3,16.69924423399362
1053,[467 896],[447 918],[474 865],0.3,0.3,0.3,-16.69924423399362
537,[ 825 3281],[ 840 3264],[ 808 3313],0.5,0.3,0.4230257770698605,-22.92961484061393
2093,[ 941 4931],[ 908 4967],[ 944 4917],0.3,0.3,0.3,-16.69924423399362
936,[1207 1295],[1190 1315],[1213 1263],0.3,0.3,0.3,-16.69924423399362
1240,[1404 5324],[1367 5358],[1414 5320],2.4999999999999996,1.7857142857142858,1.911786296128679,-62.38723792565963
599,[914 273],[884 303],[919 253],0.3,0.3,0.3,-16.69924423399362
2183,[ 192 2889],[ 204 2877],[ 168 2922],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
1161,[ 346 1398],[ 355 1389],[ 314 1438],0.3,0.3,0.3,-16.69924423399362
728,[196 579],[216 558],[177 601],0.8,0.7000000000000001,0.7500593120644821,-36.87207251574507
1431,[ 567 3791],[ 582 3806],[ 556 3753],-0.3,-0.3,-0.3,16.69924423399362
1314,[  61 4159],[  31 4131],[  82 4165],-1.7857142857142858,-2.4999999999999996,-2.251890926640308,66.05536935656629
639,[ 815 4411],[ 780 4374],[ 819 4420],-0.3,-0.5,-0.4675918790137374,25.06040877703127
