,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[ 591 4762],[ 627 4724],[ 588 4772],0.5,0.30000000000000004,0.33325716012479556,-18.431020770139384
1,[936 991],[947 977],[ 922 1029],0.30000000000000004,0.3,0.3,-16.69924423399362
2,[1229 2080],[1211 2098],[1241 2048],0.5,0.30000000000000004,0.4146233422696888,-22.520037384843423
3,[788 603],[797 614],[769 563],-0.5,-0.5,-0.5,26.56505117707799
4,[1426 6106],[1466 6066],[1419 6109],1.7857142857142858,2.4999999999999996,2.4152461076998573,-67.50866069134335
5,[284 605],[291 598],[254 645],0.30000000000000004,0.5,0.33305368416574377,-18.420527167982904
6,[  73 3318],[  58 3303],[ 106 3336],-1.7857142857142856,-1.3461538461538463,-1.6271388296883187,58.42612632597691
7,[ 761 2081],[ 744 2062],[ 774 2112],-0.5,-0.30000000000000004,-0.4137376023155695,22.476719253776906
8,[1396 2525],[1410 2539],[1365 2502],-1.3461538461538463,-1.3461538461538463,-1.34615,53.39284682374126
9,[ 262 1458],[ 242 1480],[ 272 1428],0.3,0.30000000000000004,0.3,-16.69924423399362
10,[ 214 5588],[ 238 5614],[ 203 5567],-0.5,-0.7000000000000001,-0.6197614536515771,31.789039117882766
11,[ 883 4387],[ 844 4347],[ 886 4393],-0.30000000000000004,-0.5,-0.47855917274702153,25.57387341907025
12,[ 267 3020],[ 253 3036],[ 281 2983],0.3,0.30000000000000004,0.3,-16.69924423399362
13,[ 688 3734],[ 711 3757],[ 677 3708],-0.5,-0.3,-0.39292979292961533,21.451342241641917
14,[ 981 1240],[ 949 1208],[ 983 1260],-0.3,-0.30000000000000004,-0.3,16.69924423399362
15,[ 675 3219],[ 695 3199],[ 662 3248],0.5,0.3,0.4058207598383149,-22.08833546352327
16,[1285 1238],[1293 1230],[1257 1278],0.5,0.5,0.5,-26.56505117707799
17,[1311 4401],[1346 4365],[1305 4408],0.8,0.7000000000000001,0.7155135171744204,-35.58423247978988
18,[ 196 5976],[ 197 5974],[ 156 6016],1.0,1.0,1.0,-44.99999999999999
19,[ 698 4837],[ 669 4867],[ 706 4820],0.30000000000000004,0.5,0.43790388119028284,-23.648797853091605
20,[ 122 1261],[ 142 1242],[  94 1275],1.785714285714286,1.7857142857142856,1.7857099999999997,-60.751115041598304
21,[ 605 5501],[ 610 5494],[ 566 5541],0.3,0.30000000000000004,0.3,-16.69924423399362
22,[ 815 2566],[ 788 2593],[ 825 2545],0.5,0.30000000000000004,0.3757103046856097,-20.591716850266714
23,[ 472 4012],[ 460 4024],[ 492 3972],0.3,0.30000000000000004,0.29999999999999993,-16.69924423399362
24,[ 625 1371],[ 602 1348],[ 635 1397],-0.3,-0.30000000000000004,-0.3,16.69924423399362
25,[1354 2525],[1390 2561],[1348 2520],-1.0,-1.0,-1.0,44.99999999999999
26,[1393 5269],[1433 5229],[1390 5270],1.5,1.3461538461538463,1.3542951487984536,-53.55815585676721
27,[1358 4000],[1343 3985],[1390 4020],-1.5,-1.3461538461538463,-1.4446361386283877,55.30840472827363
28,[1386 5634],[1403 5652],[1362 5610],-1.0,-1.3461538461538463,-1.1460013094424355,48.89207030262216
29,[ 111 4111],[ 151 4151],[ 108 4110],-1.5,-1.3461538461538463,-1.3542951487984536,53.55815585676721
30,[1413 1552],[1377 1541],[1431 1558],-5.878725253121825e-17,-2.4999999999999996,-1.6621881392674007,58.968185309560354
31,[1379  686],[1366  699],[1417  673],2.4999999999999996,2.4999999999999996,2.5000000000000004,-68.19859051364821
32,[ 719 2926],[ 753 2962],[ 714 2916],-0.30000000000000004,-0.5,-0.46316077168657876,24.851721582091045
33,[ 145 3236],[ 129 3220],[ 167 3264],-0.8,-0.7000000000000001,-0.7611455804273933,37.276416580799705
34,[ 691 2473],[ 727 2437],[ 688 2483],0.5,0.3,0.3340341224461057,-18.471078255040027
35,[1406 4743],[1368 4706],[1414 4747],-2.4999999999999996,-1.7857142857142858,-1.888785159990717,62.101427828176476
36,[1238 1028],[1200  989],[1240 1035],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
37,[ 922 5708],[ 892 5738],[ 931 5689],0.30000000000000004,0.3,0.3,-16.69924423399362
38,[793 150],[800 142],[765 190],0.5,0.5,0.5,-26.56505117707799
39,[1417 5410],[1377 5422],[1431 5405],-5.878725253121825e-17,2.4999999999999996,1.8436880216379443,-61.52498919361343
40,[ 260 4795],[ 280 4817],[ 251 4767],-0.3,-0.30000000000000004,-0.30000000000000004,16.69924423399362
41,[250 897],[285 935],[248 888],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
42,[1268 4109],[1238 4078],[1276 4123],-0.5,-0.3,-0.3544160474746222,19.515143472294596
43,[ 189 1660],[ 168 1640],[ 203 1686],-0.7000000000000001,-0.7000000000000001,-0.7000000000000001,34.99202019855867
44,[  91 1008],[ 58 975],[ 103 1013],-1.3461538461538467,-1.7857142857142856,-1.6899437655144294,59.385683399337644
45,[ 910 4358],[ 884 4332],[ 918 4382],-0.30000000000000004,-0.3,-0.30000000000000004,16.69924423399362
46,[1266  271],[1295  300],[1259  252],-0.5,-0.30000000000000004,-0.3661059153569227,20.10797722412086
47,[1414 3240],[1444 3268],[1399 3229],-1.7857142857142858,-1.3461538461538463,-1.4832494566962025,56.01233115691415
48,[ 137 3724],[ 123 3738],[ 162 3694],1.0,0.7000000000000001,0.8990709784987355,-41.95779061370304
49,[ 276 4546],[ 239 4583],[ 281 4535],0.30000000000000004,0.3,0.3,-16.69924423399362
50,[1358  501],[1361  497],[1321  539],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
51,[ 814 5605],[ 830 5588],[ 801 5638],0.3,0.30000000000000004,0.3,-16.69924423399362
52,[946 471],[917 441],[953 491],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
53,[ 170 5523],[ 168 5520],[ 209 5563],-0.7000000000000001,-0.5,-0.6878746842806762,34.523098061109394
54,[1328 2879],[1289 2917],[1330 2875],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
55,[664 564],[653 551],[677 603],-0.30000000000000004,-0.30000000000000004,-0.29999999999999993,16.69924423399362
56,[1237 4150],[1276 4189],[1233 4142],-0.5,-0.5,-0.5,26.56505117707799
57,[ 346 3212],[ 364 3245],[ 343 3192],-0.30000000000000004,-0.3,-0.30000000000000004,16.69924423399362
58,[ 244 1456],[ 226 1474],[ 257 1423],0.5,0.30000000000000004,0.4164342928895473,-22.608519507552316
59,[1047 1984],[1036 1967],[1073 2024],-0.3,-0.30000000000000004,-0.29999999999999993,16.69924423399362
