Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
1749,[ 399 3748],[ 399 3722],[ 395 3778],0.0,0.3,0.1386284867774011,-7.89252460266478
564,[546 846],[567 825],[539 878],0.3,0.3,0.3,-16.69924423399362
1509,[ 133 2135],[ 101 2166],[ 143 2125],1.0,1.0,1.0,-44.99999999999999
1400,[ 947 2799],[ 921 2770],[ 955 2821],-0.3,-0.3,-0.3,16.69924423399362
1252,[ 486 3214],[ 456 3250],[ 491 3198],0.3,0.3,0.3,-16.69924423399362
941,[154 650],[149 655],[187 610],1.0,0.7000000000000001,0.9640006545267924,-43.94990889743798
1725,[ 578 1676],[ 540 1715],[ 582 1668],0.3,0.3,0.3,-16.69924423399362
822,[ 831 1730],[ 844 1715],[ 815 1765],0.3,0.3,0.3,-16.69924423399362
2261,[ 727 2099],[ 708 2080],[ 741 2129],-0.5,-0.5,-0.5,26.56505117707799
1289,[1129  512],[1117  528],[1137  474],0.3,0.3,0.3,-16.69924423399362
952,[490 622],[481 608],[499 662],-0.3,-0.3,-0.3,16.69924423399362
1747,[634  97],[651  77],[622 128],0.3,0.3,0.3,-16.69924423399362
215,[1385  197],[1406  218],[1361  180],-1.176470588235294,-1.3461538461538465,-1.2617227974083034,51.60081346828443
2287,[1011 3360],[1036 3329],[1006 3381],0.3,0.3,0.3,-16.69924423399362
703,[1171  230],[1165  222],[1206  270],-0.3,-0.5,-0.3316702598632464,18.34914769718431
1215,[1383 2506],[1415 2536],[1372 2496],-1.3461538461538465,-1.0,-1.0876201959392129,47.403369473297616
1996,[1423 3205],[1461 3241],[1414 3201],-1.7857142857142858,-1.7857142857142858,-1.78571,60.75111504159832
780,[665 184],[648 202],[680 152],0.5,0.5,0.5,-26.56505117707799
457,[ 992 2077],[1005 2092],[ 987 2038],-0.3,-0.3,-0.3,16.69924423399362
280,[ 815 2081],[ 781 2047],[ 820 2093],-0.5,-0.3,-0.3425648525029312,18.90965762360518
2302,[ 128 1031],[ 149 1051],[ 100 1022],-1.7857142857142858,-1.5624999999999991,-1.674890068153159,59.16051289075203
1394,[ 350 2451],[ 364 2471],[ 343 2418],-0.3,-0.3,-0.2999999999999999,16.69924423399362
700,[700 886],[708 877],[675 926],0.5,0.5,0.5,-26.56505117707799
2428,[814 158],[820 151],[783 198],0.5,0.5,0.5,-26.56505117707799
2145,[ 549 3732],[ 523 3705],[ 552 3756],-0.3,-0.3,-0.3,16.69924423399362
873,[ 740 3652],[ 718 3629],[ 748 3679],-0.5,-0.3,-0.3938864267130854,21.49880717358484
1791,[ 561 1619],[ 576 1604],[ 549 1657],0.3,0.3,0.3,-16.69924423399362
688,[937 250],[977 210],[937 258],0.3,0.3,0.3,-16.69924423399362
1981,[ 715 2875],[ 701 2860],[ 731 2910],-0.5,-0.3,-0.4304489065913998,23.28940812887256
1882,[ 613 1693],[ 579 1728],[ 617 1680],0.3,0.3,0.3,-16.69924423399362
928,[  55 1284],[  39 1298],[  91 1271],1.7857142857142856,2.4999999999999996,2.040784462058358,-63.89479250647564
2441,[  93 1142],[ 123 1145],[  69 1139],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
2136,[ 118 1795],[ 150 1825],[ 105 1788],-1.3461538461538465,-1.7857142857142856,-1.6750120701518063,59.16234977712786
2479,[ 916 1329],[ 923 1339],[ 891 1289],-0.3,-0.3,-0.3,16.69924423399362
978,[ 753 2174],[ 762 2184],[ 731 2134],-0.5,-0.5,-0.5,26.56505117707799
294,[412 709],[434 731],[412 672],-0.3,0.0,-0.1629652071533421,9.255853000724494
