Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
151,[ 212 3764],[ 189 3787],[ 224 3739],0.7000000000000001,0.5,0.5920407552608086,-30.627261800490864
194,[ 939 3407],[ 925 3423],[ 946 3368],0.3,0.3,0.3,-16.69924423399362
1411,[ 519 2476],[ 512 2484],[ 554 2436],0.3,0.3,0.2999999999999999,-16.69924423399362
1015,[ 880 1738],[ 885 1732],[ 845 1778],0.5,0.3,0.4743762326741131,-25.37855105216
1360,[1176 3356],[1156 3330],[1182 3382],-0.3,-0.3,-0.3,16.69924423399362
1319,[ 183 3268],[ 217 3303],[ 178 3259],-0.8,-0.7000000000000001,-0.717423311385055,35.656538833056274
1034,[ 769 2916],[ 796 2945],[ 759 2898],-0.5,-0.5,-0.5,26.56505117707799
2375,[ 824 3276],[ 834 3264],[ 807 3315],0.3,0.3,0.3,-16.69924423399362
637,[ 699 1341],[ 676 1318],[ 708 1367],-0.5,-0.3,-0.3916501774643263,21.387803715007745
2196,[510 856],[545 819],[505 870],0.3,0.3,0.3,-16.69924423399362
2479,[ 916 1329],[ 923 1339],[ 891 1289],-0.3,-0.3,-0.3,16.69924423399362
918,[  47 2639],[  20 2614],[  75 2641],-2.5,-2.4999999999999996,-2.5,68.19859051364821
1770,[ 62 279],[ 32 249],[ 82 285],-1.7857142857142858,-2.4999999999999996,-2.264405067579438,66.17292694612689
2438,[1383  118],[1353   89],[1398  127],-1.7857142857142858,-1.3461538461538465,-1.4759946495483682,55.881997462900344
97,[ 236 1450],[ 217 1471],[ 250 1421],0.5,0.3,0.4064156408514702,-22.11759397063534
