Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
1798,[ 169 3661],[ 177 3653],[ 150 3680],1.0,1.0,1.0,-44.99999999999999
807,[  51 5948],[  51 5948],,1.3461538461538467,,1.3461538461538467,-53.392925187392514
1272,[ 244 5308],[ 252 5301],[ 220 5321],1.785714285714286,1.3461538461538465,1.662503477836757,-58.972986181114216
422,[  44 1918],[  11 1885],[  47 1918],-2.5,inf,-41.39087296526011,88.6160080367041
105,[ 103 5142],[ 115 5130],[  86 5155],1.5,1.3461538461538465,1.4319567579568435,-55.07166566364692
557,[222  82],[194  56],[223  82],-2.4999999999999996,-2.4999999999999996,-2.5000000000000004,68.19859051364821
1317,[ 254 2995],[ 260 2991],[ 226 3008],1.785714285714286,2.4999999999999996,1.920966693634438,-62.499811463079546
568,[ 200 3014],[ 191 3023],[ 223 3003],2.4999999999999996,1.785714285714286,2.2621478486688407,-66.15180308804837
1195,[ 175 4753],[ 170 4749],[ 202 4770],-1.176470588235294,-1.3461538461538465,-1.2048308398324357,50.307597078716235
1849,[  82 3326],[  70 3314],[  97 3342],-1.1764705882352942,-1.3461538461538465,-1.2504904805763986,51.351155938871145
2428,[  81 4432],[  79 4434],[ 108 4409],1.1764705882352942,1.3461538461538465,1.1890018168005894,-49.934768202511165
2225,[  61 1939],[  82 1931],[  47 1941],0.8333333333333334,2.5,1.8562556980800144,-61.68781480411053
1258,[ 95 201],[ 87 193],[116 218],-1.0,-1.3461538461538465,-1.1021657532057938,47.78239916497927
1091,[ 218 6125],[ 199 6144],[ 230 6120],2.4999999999999996,2.4999999999999996,2.5000000000000004,-68.19859051364821
1880,[ 245 2228],[ 259 2214],[ 226 2233],1.785714285714286,2.4999999999999996,2.1442321862875295,-64.99718824410662
