Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
241,[101 499],[115 485],[ 92 507],1.0,1.0,1.0,-44.99999999999999
2156,[141 177],[140 176],[157 202],-0.6,-0.7000000000000001,-0.6045479162370455,31.154972457169897
248,[162 193],[143 174],[165 197],-0.6,-0.7000000000000001,-0.6843112929088315,34.384277055548736
2226,[299 107],[312 120],[287 101],-1.176470588235294,-1.3461538461538465,-1.2745647384592724,51.882922938244384
1243,[ 44 321],[ 23 301],[ 48 324],-1.7857142857142858,-1.7857142857142856,-1.78571,60.75111504159832
1399,[227 584],[237 574],[217 598],0.6,0.7000000000000001,0.6451151054290925,-32.82667327473506
51,[309 701],[286 722],[310 700],2.5,1.785714285714286,1.8167354452211313,-61.16994804850488
117,[258 113],[245 100],[267 123],-1.0,-1.0,-1.0,44.99999999999999
1919,[ 77 495],[ 57 515],[ 80 494],1.3461538461538467,1.3461538461538465,1.34615,-53.39284682374126
1059,[229 159],[249 179],[226 157],-0.7000000000000001,-0.7000000000000002,-0.7,34.99202019855866
15,[188 166],[176 153],[194 178],-0.7000000000000002,-0.7000000000000001,-0.7000000000000001,34.99202019855867
248,[162 193],[143 174],[165 197],-0.6,-0.7000000000000001,-0.6843112929088315,34.384277055548736
562,[329  55],[342  68],[315  52],-2.5,-2.5,-2.5,68.19859051364821
320,[212 174],[230 193],[210 168],-0.8,-0.7000000000000002,-0.7194619307864293,35.73357840197261
102,[321   2],[294   2],[321  26],inf,inf,100.0,-89.42706130231674
1098,[135 559],[121 573],[142 549],0.6,0.7000000000000001,0.6618611230358646,-33.49902633580937
313,[ 57 513],[ 56 514],[ 80 494],1.1764705882352942,1.3461538461538465,1.1841495574803125,-49.81931193723207
198,[239 609],[257 589],[236 612],0.7000000000000001,0.8,0.7863799170619488,-38.18079947413806
1811,[137 187],[133 181],[151 206],-0.7000000000000002,-0.7000000000000001,-0.7,34.99202019855866
84,[345  37],[351  41],[321  31],-2.5,-2.5,-2.5,68.19859051364821
240,[356 748],[356 748],,inf,,inf,90.0
785,[251 597],[257 589],[240 615],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
985,[170 599],[166 603],[184 577],0.6,0.7000000000000001,0.6178260356970193,-31.70885195602045
424,[ 84 230],[ 78 224],[100 247],-1.0,-1.0,-1.0,44.99999999999999
1439,[183 569],[200 550],[179 573],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
2432,[139 510],[140 508],[120 532],1.0,0.7000000000000001,0.9785714285714286,-44.37949235216606
579,[251 112],[242 103],[264 126],-1.0,-1.0,-1.0,44.99999999999999
2459,[302 104],[314 117],[292  94],-1.176470588235294,-1.3461538461538465,-1.2707701554296578,51.799930535511905
1480,[338  56],[345  60],[315  52],-2.5,-2.5,-2.5,68.19859051364821
1333,[242 164],[253 176],[233 152],-0.7000000000000001,-0.7000000000000002,-0.7,34.99202019855866
668,[167 212],[180 225],[161 200],-0.7000000000000001,-0.5,-0.5843767816368779,30.301023468059253
1066,[320  53],[340  73],[315  52],-1.7857142857142858,-2.5,-2.3908981539766834,67.3027404236595
1703,[ 23 415],[ 11 424],[ 42 415],2.5,2.5,2.5,-68.19859051364821
642,[189 175],[170 157],[191 180],-0.7000000000000002,-0.7000000000000001,-0.7,34.99202019855866
1970,[209 159],[192 142],[212 166],-0.6,-0.7000000000000001,-0.6759431531841205,34.056457806358175
