Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
246,[331  28],[350  45],[321  28],-2.5,inf,-8.87377439199098,83.57037177485688
282,[340 747],[354 735],[321 736],2.5,inf,4.599693714079759,-77.73443430431118
794,[196 163],[182 149],[202 173],-0.7000000000000002,-0.7000000000000001,-0.6999999999999998,34.992020198558656
62,[131 538],[152 517],[129 539],0.8,0.8,0.8,-38.659808254090095
1685,[108 222],[ 95 209],[114 234],-1.0,-0.7000000000000001,-0.8265651724553168,39.57595006697432
970,[ 54 366],[ 69 368],[ 41 362],-2.4999999999999996,-2.5,-2.5,68.19859051364821
259,[109 554],[104 560],[123 535],0.7000000000000001,0.7000000000000001,0.7000000000000001,-34.99202019855867
2131,[ 39 314],[ 24 299],[ 50 319],-1.7857142857142858,-2.5,-2.240787654416823,65.95014789870285
1502,[267 128],[287 148],[264 126],-1.0,-1.0,-1.0,44.99999999999999
2199,[287 148],[287 148],,-1.0,,-1.0,44.99999999999999
331,[180 150],[180 150],,-0.6,,-0.6,30.96375653207353
671,[260 642],[242 659],[265 637],1.0,1.0,1.0,-44.99999999999999
563,[116 249],[129 263],[107 241],-0.8,-0.7000000000000002,-0.7386610642757031,36.45183883733555
463,[ 55 351],[ 70 360],[ 43 346],-2.4999999999999996,-2.5,-2.5,68.19859051364821
1743,[334 693],[340 689],[311 701],1.785714285714286,2.5,1.948903245213811,-62.83722774194021
