Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
2446,[ 204 6397],[ 184 6375],[ 204 6399],-0.3,-0.4,-0.3936972414784916,21.489422896765085
527,[269 145],[269 143],[277 171],-0.4,-0.3,-0.3931513747235134,21.46233913347487
2052,[ 263 3690],[ 246 3709],[ 265 3685],0.3,0.3,0.3,-16.69924423399362
1647,[ 388 2447],[ 400 2460],[ 380 2439],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
1750,[ 433 3773],[ 436 3770],[ 411 3785],1.3461538461538465,1.7857142857142858,1.4097927184721637,-54.65100215558035
1635,[ 183 7554],[ 178 7562],[ 191 7536],0.3,0.3,0.3,-16.69924423399362
2193,[ 66 472],,[ 66 472],,1.7857142857142856,1.7857142857142856,-60.751173663453024
2050,[  72 1040],[  57 1026],[  78 1047],-1.0,-1.1764705882352942,-1.1217594489659708,48.28437778851113
1278,[ 433 1611],[ 446 1623],[ 421 1608],-1.7857142857142858,-1.5624999999999998,-1.654344713525938,58.84834140262687
456,[ 118 7476],[ 124 7468],[ 107 7491],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
1255,[ 128 5692],[ 129 5693],[ 111 5670],-0.8,-0.7000000000000001,-0.7951596359918711,38.49030338085271
1628,[ 462 2350],[ 462 2350],,-2.5,,-2.5,68.19859051364821
863,[  30 1120],[  13 1107],[  40 1121],-2.5,-2.5,-2.5,68.19859051364821
882,[ 418 3766],[ 428 3758],[ 404 3774],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
2128,[ 179 6380],[ 178 6377],[ 186 6405],-0.5,-0.3,-0.4782838846364171,25.561038353824348
1198,[ 365 5587],[ 366 5588],[ 351 5563],-0.6,-0.7000000000000001,-0.6048433461569841,31.167367143361616
1275,[  58 3528],[  70 3517],[  45 3530],2.4999999999999996,2.5,2.5,-68.19859051364821
2112,[ 442 5340],[ 445 5337],[ 420 5352],1.785714285714286,1.7857142857142858,1.78571,-60.75111504159832
2287,[ 22 369],[  8 357],[ 37 372],-2.5,-2.5,-2.4999999999999996,68.19859051364818
771,[ 312 6006],[ 318 6000],[ 303 6025],0.5,0.5,0.5,-26.56505117707799
1157,[ 314 4831],[ 319 4838],[ 305 4812],-0.5,-0.3,-0.4419274283162756,23.841950092152153
933,[  26 2622],[  26 2622],,-1.5,,-1.5,56.30993247402022
626,[  37 5751],[  21 5735],[  45 5755],-2.5,-2.5,-2.5,68.19859051364821
1435,[ 126 3329],[ 108 3310],[ 128 3332],-0.7000000000000001,-0.6,-0.6121080814801649,31.471137258669728
239,[429 791],[406 773],[432 791],-2.5,inf,-26.83846977751705,87.86614932209163
227,[   6 5805],[   6 5805],,inf,,inf,90.0
879,[ 143 2100],[ 130 2114],[ 149 2091],0.5,0.5000000000000001,0.5,-26.56505117707799
235,[  23 1869],[  18 1866],[  45 1878],-2.5,-2.5,-2.5,68.19859051364821
589,[  13 6610],[   9 6612],[  39 6608],2.5,2.5,2.5,-68.19859051364821
27,[  26 5850],[  14 5859],[  42 5849],2.5,2.5,2.5,-68.19859051364821
2006,[  66 1030],[  59 1024],[  80 1045],-1.0,-1.0,-1.0,44.99999999999999
1610,[ 177 4868],[ 192 4884],[ 173 4860],-0.5,-0.5,-0.5,26.56505117707799
2287,[ 22 369],[  8 357],[ 37 372],-2.5,-2.5,-2.4999999999999996,68.19859051364818
1278,[ 433 1611],[ 446 1623],[ 421 1608],-1.7857142857142858,-1.5624999999999998,-1.654344713525938,58.84834140262687
2323,[ 107 1830],[ 109 1833],[  88 1812],-1.0,-1.0,-1.0,44.99999999999999
2206,[ 150 5960],[ 166 5943],[ 148 5966],0.5,0.5,0.5,-26.56505117707799
2100,[  78 2559],[  76 2558],[  97 2579],-1.0,-0.8,-0.9850040523668876,44.56716049867402
171,[ 452 6155],[ 459 6151],[ 430 6156],2.5,2.5,2.5,-68.19859051364821
2181,[ 437 7700],[ 454 7685],[ 429 7704],2.5,2.5,2.5,-68.19859051364821
256,[ 208 2525],[ 228 2545],[ 207 2522],-0.3,-0.3,-0.3,16.69924423399362
1399,[393 886],[408 902],[387 881],-1.0,-1.0,-1.0,44.99999999999999
2268,[ 379 5322],[ 370 5330],[ 391 5310],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
1628,[ 462 2350],[ 462 2350],,-2.5,,-2.5,68.19859051364821
2073,[ 78 492],[ 59 511],[ 80 490],1.0,1.0,1.0,-44.99999999999999
1727,[ 163 5168],[ 163 5166],[ 153 5193],0.5,0.3,0.4861715261938016,-25.92770134237905
77,[ 305 3681],[ 313 3672],[ 298 3697],0.3,0.5,0.3816217605601636,-20.887942674794644
2438,[ 154 1322],[ 135 1341],[ 155 1318],0.5,0.5,0.5,-26.56505117707799
302,[ 386 6898],[ 384 6899],[ 408 6882],1.7857142857142858,1.3461538461538465,1.7523228013902328,-60.28784576017522
182,[ 60 458],[ 79 438],[ 58 460],1.3461538461538465,1.5,1.4856926371532446,-56.056026248272346
539,[  75 2638],[  81 2644],[  58 2626],-1.7857142857142856,-1.3461538461538467,-1.6583870411037978,58.91021011041987
1664,[ 451 2305],[ 463 2299],[ 434 2308],2.5,2.5,2.4999999999999996,-68.19859051364818
1876,[ 293 3263],[ 273 3243],[ 294 3265],-0.3,-0.3,-0.2999999999999999,16.69924423399362
2139,[ 377 2471],[ 381 2476],[ 365 2452],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
1771,[ 359 2173],[ 376 2156],[ 357 2178],0.8,0.7000000000000001,0.7183002081602343,-35.6896950657259
2335,[  87 5171],[  79 5181],[  98 5159],0.7000000000000001,0.7000000000000001,0.6999999999999998,-34.992020198558656
12,[  29 1952],[  10 1966],[  38 1948],2.5,2.5,2.5,-68.19859051364821
1277,[  25 3468],[   8 3458],[  37 3473],-2.5,-2.5,-2.4999999999999996,68.19859051364818
808,[ 209 5651],[ 209 5653],[ 201 5625],-0.4,-0.3,-0.3931513747235134,21.46233913347487
2392,[ 410 6184],[ 405 6184],[ 433 6183],inf,2.5,14.010864433221338,-85.91754061050298
1378,[ 304 2486],,[ 304 2486],,-0.5,-0.5,26.56505117707799
671,[ 395 6096],[ 377 6114],[ 398 6093],1.1764705882352942,1.0,1.02521,-45.71318628755743
2458,[  58 4966],[  75 4982],[  52 4964],-1.7857142857142856,-2.5,-2.3477385056694233,66.9288171765955
