,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[  69 1871],[  79 1879],[  52 1864],-1.7857142857142856,-2.5,-2.0789794672892223,64.31220212973317
1,[ 107 1031],[ 121 1045],[  99 1023],-1.0,-1.0,-1.0,44.99999999999999
2,[108 555],[104 559],[124 535],0.8,0.7000000000000001,0.7819092688765708,-38.02218151128566
3,[  62 1874],[  76 1886],[  50 1871],-2.4999999999999996,-2.5,-2.5,68.19859051364821
4,[ 299 2241],[ 280 2260],[ 304 2238],1.7857142857142858,1.785714285714286,1.78571,-60.75111504159832
5,[ 136 3656],[ 119 3672],[ 141 3649],0.7000000000000001,0.7000000000000001,0.7000000000000001,-34.99202019855867
6,[ 219 2941],[ 205 2954],[ 228 2932],0.8,0.7000000000000001,0.7399835515024205,-36.50083215378179
7,[291 649],[306 634],[282 654],1.0,1.3461538461538465,1.2330441827173444,-50.95791481905763
8,[ 179 1333],[ 192 1319],[ 174 1344],0.6,0.7000000000000001,0.6612574113277206,-33.47496632363496
9,[  47 3383],[  38 3374],[  62 3394],-1.3461538461538467,-1.3461538461538467,-1.3461499999999997,53.39284682374126
10,[ 104 2855],[  88 2872],[ 109 2849],0.7000000000000001,0.8,0.7749313812892114,-37.77322795724787
11,[ 279 1669],[ 297 1687],[ 275 1665],-1.0,-1.0,-1.0,44.99999999999999
12,[  79 3363],[  60 3344],[  82 3367],-1.0,-1.0,-1.0,44.99999999999999
13,[114 564],[112 565],[131 540],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
14,[ 308 1566],[ 294 1552],[ 322 1566],-2.5,inf,-6.035533905932738,80.59238800321177
15,[ 250 1412],[ 235 1427],[ 257 1404],1.0,1.0,1.0,-44.99999999999999
16,[ 32 448],[ 22 458],[ 50 443],1.7857142857142858,2.5,2.0934630271037187,-64.46724762326953
17,[ 292 3841],[ 291 3841],[ 319 3831],2.5,2.5,2.5,-68.19859051364821
18,[  61 1038],[  51 1029],[  74 1050],-1.3461538461538467,-1.3461538461538463,-1.34615,53.39284682374126
19,[ 51 361],[ 68 377],[ 40 361],-2.4999999999999996,inf,-7.805735240876706,82.69955042069364
20,[ 288 2433],[ 306 2452],[ 284 2430],-1.176470588235294,-1.3461538461538465,-1.3189337076505099,52.831024277691384
21,[ 180 1745],[ 197 1764],[ 178 1739],-0.7000000000000001,-0.5,-0.5397525098249085,28.358066415814598
22,[  77 3361],[  60 3344],[  82 3367],-1.0,-1.0,-1.0,44.99999999999999
23,[ 63 406],[ 70 402],[ 42 411],2.4999999999999996,2.5,2.5,-68.19859051364821
24,[  31 2789],[  26 2793],[  53 2777],1.7857142857142858,2.5,1.9310769387190003,-62.62281162063472
25,[ 225 3672],[ 228 3669],[ 210 3694],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
26,[ 227 2456],[ 220 2448],[ 238 2473],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
27,[ 309 3159],[ 287 3137],[ 311 3159],-2.5,-1.7857142857142858,-1.828852965394781,61.330566717888175
28,[ 296 3799],[ 281 3813],[ 306 3793],1.7857142857142858,1.785714285714286,1.7857099999999997,-60.751115041598304
29,[ 279 1469],[ 274 1473],[ 301 1458],1.7857142857142858,1.3461538461538465,1.6949174544462566,-59.45942770159764
30,[ 301 1650],[ 315 1665],[ 291 1645],-1.3461538461538465,-1.3461538461538465,-1.3461500000000002,53.392846823741266
31,[281  58],[278  55],[305  71],-1.785714285714286,-1.7857142857142858,-1.78571,60.75111504159832
32,[ 56 362],[ 69 364],[ 40 362],-2.4999999999999996,inf,-4.555147880932172,77.61816919922543
33,[ 305 1555],[ 294 1552],[ 323 1555],-2.5,-2.5000000000000004,-2.5000000000000004,68.19859051364821
34,[ 301 3738],[ 304 3734],[ 282 3756],1.0,1.3461538461538465,1.055521685506695,-46.54723978868814
35,[ 303 3207],[ 314 3218],[ 289 3199],-1.176470588235294,-1.3461538461538465,-1.2597884749322659,51.55801434521584
36,[184 609],[181 611],[200 586],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
37,[  77 3334],[  73 3330],[  95 3353],-1.0,-1.0,-1.0,44.99999999999999
38,[ 263 2232],[ 263 2232],,1.3461538461538465,,1.3461538461538465,-53.392925187392514
39,[ 124 2122],[ 122 2123],[ 142 2099],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
40,[ 69 427],[ 75 422],[ 47 433],2.4999999999999996,2.5,2.4999999999999996,-68.19859051364818
41,[ 49 339],[ 70 358],[ 44 338],-2.4999999999999996,-2.5,-2.5,68.19859051364821
42,[ 88 269],[106 285],[ 83 264],-1.3461538461538463,-1.0,-1.0785655111427437,47.164632428944316
43,[  45 3530],[  20 3555],[  45 3529],1.7857142857142858,2.5,2.48035254192419,-68.042260534449
44,[  48 1136],[  68 1153],[  40 1136],-2.4999999999999996,inf,-10.70275296775418,84.6621286236791
45,[  31 2773],[  21 2782],[  48 2764],1.7857142857142858,2.5,2.079686161302167,-64.31980795948658
46,[ 241 3712],[ 260 3692],[ 240 3716],1.0,0.7000000000000001,0.7390084410099297,-36.46471387429344
47,[320  45],[342  66],[316  45],-1.7857142857142858,-2.5,-2.416976359785111,67.52315938167992
48,[335  48],[345  57],[318  40],-2.5,-2.5,-2.5,68.19859051364821
49,[ 198 2477],[ 190 2469],[ 210 2493],-0.8,-0.7000000000000001,-0.7638697904486416,37.375116461778674
50,[  75 1028],[  62 1015],[  84 1038],-1.0,-1.1764705882352942,-1.101900894489138,47.77554640307786
51,[347 802],[353 802],[322 796],-2.5,-2.5,-2.5,68.19859051364821
52,[300 792],[293 785],[321 797],-2.5,-2.5,-2.5,68.19859051364821
53,[ 119 1777],[  98 1757],[ 120 1779],-0.7000000000000001,-0.7000000000000001,-0.6999999999999998,34.992020198558656
