,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[  92 1321],[  83 1330],[ 110 1302],1.0,1.0,1.0,-44.99999999999999
1,[208 155],[196 143],[214 178],-0.30000000000000004,-0.3,-0.3,16.69924423399362
2,[736 153],[724 141],[746 172],-0.30000000000000004,-0.5,-0.3882929882272086,21.22084216572358
3,[ 166 2099],[ 183 2082],[ 159 2112],0.5,0.5,0.5,-26.56505117707799
4,[ 184 1717],[ 173 1704],[ 195 1737],-0.3,-0.30000000000000004,-0.29999999999999993,16.69924423399362
5,[  42 1182],[  13 1211],[  48 1179],2.5,2.5,2.5,-68.19859051364821
6,[ 686 1726],[ 676 1711],[ 694 1744],-0.3,-0.30000000000000004,-0.30000000000000004,16.69924423399362
7,[763 553],[763 551],[747 586],0.5,0.30000000000000004,0.4896571986154259,-26.0890135665475
8,[ 644 1358],[ 641 1372],[ 647 1336],0.3,0.30000000000000004,0.3,-16.69924423399362
9,[829  82],[808  62],[838  87],-1.3461538461538465,-1.7857142857142858,-1.670543321961367,59.0949384702634
10,[ 64 406],[ 84 398],[ 49 406],2.4999999999999996,inf,6.090109871423002,-80.6752061549716
11,[802 603],[817 587],[790 614],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
12,[462 955],[488 929],[459 962],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
13,[  31 1236],[  23 1242],[  59 1227],1.7857142857142858,2.5,1.9669518189075585,-63.05117704322602
14,[ 767 1402],[ 755 1413],[ 782 1385],0.8,0.7000000000000001,0.7582062692001563,-37.169632380927865
15,[737 569],[756 548],[732 579],0.30000000000000004,0.5,0.44339060443729655,-23.912048358859476
16,[  79 1016],[  64 1002],[  95 1025],-1.0,-1.3461538461538463,-1.1826945323312978,49.78458282488028
17,[838 929],[838 929],,-1.0,,-1.0,44.99999999999999
18,[ 178 1702],[ 178 1702],,-0.4,,-0.4,21.801409486351808
19,[707 210],[720 225],[701 190],-0.3,-0.30000000000000004,-0.3,16.69924423399362
20,[569 185],[576 164],[564 200],0.3,0.30000000000000004,0.30000000000000004,-16.69924423399362
21,[728 201],[742 217],[720 184],-0.5,-0.30000000000000004,-0.393827503906244,21.495884517516846
22,[  38 1040],[  37 1040],[  70 1061],-1.7857142857142856,-1.3461538461538463,-1.7745182384126912,60.597295473661966
23,[373 969],[364 986],[379 950],0.30000000000000004,0.30000000000000004,0.3,-16.69924423399362
24,[533 193],[563 163],[533 197],0.3,0.0,0.02584735888196828,-1.4806149082076092
25,[ 823 2296],[ 823 2296],,inf,,inf,90.0
26,[ 545 2084],[ 537 2075],[ 551 2112],-0.3,-0.30000000000000004,-0.29999999999999993,16.69924423399362
27,[ 771 1677],[ 763 1669],[ 786 1700],-0.8,-0.7000000000000001,-0.7708204783669071,37.62577162180894
28,[854 725],[825 754],[857 723],2.5,2.5,2.5,-68.19859051364821
29,[ 767 1342],[ 775 1334],[ 754 1366],0.6,0.7000000000000001,0.6293037512236468,-32.18236115239587
30,[ 217 1744],[ 238 1765],[ 215 1732],-0.30000000000000004,-0.3,-0.3,16.69924423399362
31,[ 512 2102],[ 494 2081],[ 512 2117],-0.3,-0.19999999999999998,-0.23516287047744075,13.233394284847837
32,[606 951],[606 941],[611 978],0.0,-0.30000000000000004,-0.08008743319033008,4.578898920836525
33,[ 60 403],[ 83 385],[ 49 404],2.4999999999999996,2.5,2.5,-68.19859051364821
34,[ 828 1697],[ 837 1707],[ 810 1679],-1.0,-1.0,-1.0,44.99999999999999
35,[ 54 239],[ 53 239],[ 83 263],-1.5,-1.3461538461538463,-1.4960186900775805,56.239614912491334
36,[799 861],[796 858],[824 884],-1.3461538461538465,-1.3461538461538465,-1.34615,53.39284682374126
37,[461 574],[490 606],[461 572],-0.30000000000000004,0.0,-0.01327855317465181,0.7607603446348798
38,[660 186],[644 163],[664 197],-0.30000000000000004,-0.3,-0.3,16.69924423399362
39,[806  65],[806  65],,-1.7857142857142858,,-1.7857142857142858,60.75117366345304
40,[  90 1274],[ 115 1250],[  87 1276],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
41,[  71 1779],[  67 1775],[  94 1803],-1.1764705882352942,-1.3461538461538463,-1.2011459549007983,50.22132292056884
42,[ 135 2083],[ 153 2064],[ 126 2091],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
43,[ 302 1332],[ 302 1330],[ 302 1367],0.0,0.0,0.0,0.0
44,[618 188],[611 165],[623 201],-0.30000000000000004,-0.3,-0.3,16.69924423399362
45,[ 583 1791],[ 583 1795],[ 583 1755],0.0,0.0,0.0,0.0
46,[ 208 1709],[ 198 1696],[ 212 1732],-0.3,-0.30000000000000004,-0.3,16.69924423399362
47,[622 560],[622 594],[622 557],0.2,0.0,0.016216216216216217,-0.9290393194220559
48,[ 92 481],[109 464],[ 80 490],1.5,1.3461538461538463,1.4052599799592937,-54.56388519092443
49,[161 583],[147 597],[171 565],0.6,0.5,0.5509807693759093,-28.853919019388265
50,[ 528 1755],[ 499 1785],[ 528 1750],0.3,0.0,0.032102528050743116,-1.8387079020196104
51,[ 782 1740],[ 788 1747],[ 765 1716],-0.6,-0.7000000000000001,-0.6238660175973236,31.95863766439668
52,[522 193],[545 161],[522 196],0.3,0.0,0.021222350318282675,-1.21576860391014
53,[790 929],[813 952],[786 924],-1.0,-0.7000000000000001,-0.7493433209962125,36.84581009606073
54,[  55 1846],[  33 1825],[  64 1850],-1.7857142857142856,-1.7857142857142856,-1.78571,60.75111504159832
55,[ 243 1692],[ 238 1687],[ 253 1724],-0.3,-0.30000000000000004,-0.3,16.69924423399362
56,[812 691],[807 695],[840 676],1.7857142857142858,1.7857142857142858,1.7857100000000001,-60.751115041598325
57,[ 768 2139],[ 787 2118],[ 764 2149],0.7000000000000001,0.5,0.5551053863539263,-29.03489074356735
58,[ 353 1364],,[ 353 1364],,0.0,0.0,0.0
59,[ 503 2155],[ 504 2157],[ 495 2120],-0.30000000000000004,-0.3,-0.29999999999999993,16.69924423399362
60,[622 998],[ 636 1017],[622 978],-0.30000000000000004,0.0,-0.13761200416860736,7.835374703958632
61,[139 175],[134 169],[153 202],-0.5,-0.7000000000000001,-0.5408656181491652,28.40743148734783
62,[  93 1256],[ 108 1240],[  79 1265],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
63,[ 418 1352],[ 392 1322],[ 418 1356],-0.3,0.0,-0.027460666525044936,1.572984984170616
64,[ 887 2260],[ 893 2258],[ 856 2269],2.5,2.5,2.5,-68.19859051364821
65,[ 528 1734],[ 542 1714],[ 524 1749],0.30000000000000004,0.3,0.29999999999999993,-16.69924423399362
66,[ 762 2130],[ 779 2113],[ 756 2144],0.5,0.7000000000000001,0.6224328283900887,-31.899489933520172
67,[ 177 1333],[ 198 1312],[ 173 1342],0.30000000000000004,0.5,0.45019206272079837,-24.236895914494855
68,[866 799],[895 824],[860 796],-2.5,-2.5,-2.5,68.19859051364821
69,[ 100 1002],[ 81 984],[ 109 1011],-1.0,-1.0,-1.0,44.99999999999999
70,[ 258 1365],[ 224 1399],[ 258 1364],0.3,0.0,0.006112063321594795,-0.3501910717544519
71,[659 190],[633 164],[659 198],-0.30000000000000004,0.0,-0.0536078620280133,3.0685670066492334
72,[ 113 1253],[ 115 1250],[  84 1272],1.3461538461538463,1.3461538461538463,1.34615,-53.39284682374126
73,[  75 2082],[  67 2090],[  97 2066],1.0,1.3461538461538463,1.101676554063988,-47.76974056873067
74,[751 156],[733 136],[756 167],-0.5,-0.5,-0.5,26.56505117707799
75,[315 946],[311 982],[315 945],0.30000000000000004,0.30000000000000004,0.29999999999999993,-16.69924423399362
76,[280 574],[286 553],[280 589],0.30000000000000004,0.0,0.12214874406859919,-6.964108680898635
77,[ 112 1791],[ 136 1816],[ 109 1788],-1.0,-1.0,-1.0,44.99999999999999
78,[139 967],[123 952],[148 982],-0.7000000000000001,-0.7000000000000001,-0.7,34.99202019855866
79,[ 138 2068],[ 147 2059],[ 121 2087],0.8,0.7000000000000001,0.7667008986082462,-37.4774148181999
80,[ 51 259],[ 44 252],[ 77 272],-1.5,-1.3461538461538463,-1.460916072236227,55.60828105758821
81,[ 481 1735],[ 502 1708],[ 479 1742],0.30000000000000004,0.3,0.29999999999999993,-16.69924423399362
82,[230 988],[230 990],[222 954],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
83,[  14 1104],[  12 1104],[  51 1113],-2.500000000000001,-2.5,-2.5,68.19859051364821
84,[537 970],[567 940],[537 974],0.30000000000000004,0.2,0.20861578629398944,-11.783798234727959
85,[180 203],[199 223],[175 192],-0.3,-0.5,-0.43908108403951285,23.705369294569376
86,[834 662],[861 636],[833 663],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
87,[ 312 1756],[ 312 1759],[ 319 1722],0.0,0.30000000000000004,0.02386438037113512,-1.3670687961936248
88,[ 112 1057],[ 116 1061],[  85 1038],-1.1764705882352942,-1.3461538461538463,-1.201290411984549,50.224710982341826
89,[107 497],[122 482],[ 94 508],1.3461538461538463,1.3461538461538463,1.3461499999999997,-53.39284682374126
90,[ 462 1361],[ 482 1384],[ 462 1349],-0.30000000000000004,-0.3,-0.3,16.69924423399362
91,[  93 1837],[ 107 1851],[  78 1825],-1.5,-1.3461538461538463,-1.421912267265328,54.88211274225971
92,[ 462 1759],[ 446 1776],[ 468 1741],0.3,0.30000000000000004,0.3,-16.69924423399362
93,[343 172],[328 206],[343 170],0.30000000000000004,0.0,0.015321049390903747,-0.877762791689578
94,[511 970],[539 937],[511 971],0.30000000000000004,0.0,0.0067753477590969235,-0.3881928913605204
95,[  19 1231],[  18 1231],[  55 1216],2.5,2.5,2.5,-68.19859051364821
96,[613 942],[613 941],[613 978],0.0,0.0,0.0,0.0
97,[440 566],[418 541],[442 575],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
98,[  20 1145],[   7 1145],[  47 1145],-2.5,inf,-3.7037037037037033,74.89042487765953
99,[217 927],[207 917],[226 952],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
100,[346 597],[366 626],[346 589],-0.30000000000000004,-0.30000000000000004,-0.29999999999999993,16.69924423399362
101,[ 838 1614],[ 817 1594],[ 848 1618],-2.5,-2.5,-2.5,68.19859051364821
102,[ 431 1765],[ 424 1772],[ 439 1736],0.3,0.30000000000000004,0.30000000000000004,-16.69924423399362
103,[604 974],[604 941],[604 979],0.0,0.0,0.0,0.0
104,[357 908],[357 908],,0.0,,0.0,0.0
105,[ 588 1793],[ 588 1795],[ 588 1755],0.0,0.0,0.0,0.0
106,[ 826 2220],[ 803 2241],[ 833 2217],1.3461538461538465,1.3461538461538465,1.34615,-53.39284682374126
107,[855 805],[825 781],[858 805],-2.5,-2.5,-2.5,68.19859051364821
108,[ 503 1748],[ 475 1781],[ 504 1747],0.3,0.30000000000000004,0.3,-16.69924423399362
109,[  22 1878],[  15 1871],[  52 1884],-2.5,-2.5,-2.5,68.19859051364821
110,[ 859 2306],[ 825 2308],[ 858 2280],2.5,inf,5.772462427551174,-80.17183387781621
111,[ 710 1373],[ 701 1385],[ 717 1351],0.3,0.30000000000000004,0.3,-16.69924423399362
112,[727 944],[709 924],[732 955],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
113,[ 892 1559],[ 901 1564],[ 862 1555],-2.5,-2.5,-2.5,68.19859051364821
114,[203 987],[210 996],[191 963],-0.30000000000000004,-0.30000000000000004,-0.3,16.69924423399362
115,[565 590],[565 596],[565 558],0.0,0.0,0.0,0.0
116,[ 479 1771],[ 475 1781],[ 486 1744],0.3,0.30000000000000004,0.3,-16.69924423399362
117,[ 377 2117],[ 369 2102],[ 377 2138],-0.3,-0.30000000000000004,-0.3,16.69924423399362
