,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
0,[  38 2770],[  23 2785],[  49 2765],1.7857142857142858,2.5,2.240787654416823,-65.95014789870285
1,[ 554 5358],[ 550 5361],[ 577 5346],1.7857142857142858,1.7857142857142858,1.7857100000000001,-60.751115041598325
2,[ 582 1560],[ 564 1550],[ 592 1562],-2.5,-2.5,-2.5,68.19859051364821
3,[ 306 4830],[ 293 4809],[ 306 4839],-0.30000000000000004,0.0,-0.08012302606849477,4.580925239954475
4,[ 204 2130],[ 196 2140],[ 210 2111],0.3,0.30000000000000004,0.3,-16.69924423399362
5,[ 467 4027],[ 450 4010],[ 470 4035],-0.3,-0.30000000000000004,-0.3,16.69924423399362
6,[ 150 6000],[ 148 6002],[ 162 5974],0.30000000000000004,0.3,0.3,-16.69924423399362
7,[ 566 3747],[ 576 3737],[ 553 3759],1.176470588235294,1.0,1.0980737177550195,-47.67632287846455
8,[  26 4317],[  18 4323],[  47 4311],2.5,2.5,2.5,-68.19859051364821
9,[ 159 3310],[ 140 3290],[ 162 3315],-0.5,-0.5,-0.5,26.56505117707799
10,[ 78 502],[ 62 517],[ 85 495],1.0,1.0,1.0,-44.99999999999999
11,[  22 1223],[  19 1224],[  49 1214],2.5,2.5,2.5000000000000004,-68.19859051364821
12,[328 944],[317 930],[328 960],-0.30000000000000004,0.0,-0.14199295591592304,8.081572515167167
13,[  85 5957],[  80 5962],[  99 5937],1.0,0.7000000000000001,0.9326226565844392,-43.00329645560237
14,[479 953],[486 961],[472 933],-0.5,-0.30000000000000004,-0.4331852670334008,23.421550031296313
15,[ 565 3953],[ 546 3935],[ 569 3956],-1.7857142857142858,-1.3461538461538465,-1.416654440506494,54.78217406727285
16,[420 185],[434 202],[418 173],-0.3,-0.30000000000000004,-0.3,16.69924423399362
17,[ 135 1753],[ 128 1745],[ 145 1771],-0.3,-0.5,-0.3680952406851159,20.208421056559633
18,[ 149 4890],[ 159 4901],[ 142 4875],-0.5,-0.5,-0.5,26.56505117707799
