Unnamed: 0,pixel,closest contour point,closest skeleton point,slope at nc,slope at ns,average slope,average angle
1824,[297 698],[274 721],[306 667],0.3,0.3,0.3,-16.69924423399362
346,[539 152],[533 160],[575 112],0.3,0.3,0.2999999999999999,-16.69924423399362
735,[1404   89],[1377   62],[1426   95],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
2249,[1207  511],[1180  539],[1215  489],0.3,0.3,0.3,-16.69924423399362
644,[913 240],[950 201],[911 249],0.3,0.3,0.3,-16.69924423399362
2354,[213 602],[238 577],[197 620],0.5,0.7000000000000001,0.6189643825981135,-31.756032133602837
930,[850 548],[885 585],[845 538],-0.5,-0.5,-0.5,26.56505117707799
1002,[853 567],[875 589],[841 540],-0.5,-0.3,-0.397418160619267,21.67377149367197
2039,[276 153],[284 162],[252 113],-0.3,-0.3,-0.2999999999999999,16.69924423399362
1947,[783 144],[791 136],[756 184],0.5,0.5,0.5,-26.56505117707799
565,[1075  319],[1055  344],[1081  285],0.3,0.3,0.3,-16.69924423399362
2379,[ 92 579],[ 79 591],[125 554],1.0,1.3461538461538465,1.1036348184248084,-47.82037591161824
1131,[1105  515],[1105  533],[1102  476],0.0,-0.3,-0.0945457362591756,5.4010167981775155
1629,[433  44],[443  25],[422  84],0.3,0.3,0.3,-16.69924423399362
2160,[ 39 339],[ 13 318],[ 71 343],-2.5,-2.4999999999999996,-2.5,68.19859051364821
363,[1241  445],[1250  436],[1202  485],0.3,0.3,0.3,-16.69924423399362
748,[169 124],[149 103],[187 148],-0.7000000000000002,-0.7000000000000001,-0.6999999999999998,34.992020198558656
2268,[1114  320],[1139  346],[1114  286],-0.3,0.0,-0.1455700100426017,8.282371286886248
424,[1398  738],[1388  745],[1438  709],2.4999999999999996,2.4999999999999996,2.5,-68.19859051364821
176,[1005  466],[973 432],[1010  485],-0.3,-0.3,-0.3,16.69924423399362
1611,[1443  608],[1456  594],[1410  631],1.3461538461538465,1.3461538461538465,1.3461499999999995,-53.39284682374126
2371,[1434   96],[1474  135],[1427   94],-1.7857142857142858,-2.4999999999999996,-2.4176494476085324,67.52879475044426
581,[366 114],[387 141],[361  87],-0.3,-0.3,-0.3,16.69924423399362
1189,[294 116],[327 149],[293  99],-0.3,-0.3,-0.2999999999999999,16.69924423399362
792,[639 183],[631 194],[661 143],0.3,0.5,0.3459103395707138,-19.08103203498105
1943,[1306  176],[1299  169],[1336  215],-0.8,-0.7000000000000001,-0.7832504792423928,38.06983978922351
2493,[1321  506],[1345  481],[1310  528],0.7000000000000001,0.7000000000000001,0.7,-34.99202019855866
1508,[ 35 335],[ 13 318],[ 71 343],-2.5,-2.4999999999999996,-2.5,68.19859051364821
239,[638 639],[676 677],[634 630],-0.5,-0.3,-0.3309766216075239,18.313336351884377
1836,[639 126],[678  86],[638 133],0.3,0.3,0.2999999999999999,-16.69924423399362
1853,[610 100],[637  70],[603 120],0.3,0.3,0.3,-16.69924423399362
225,[252  73],[234  55],[261 108],-0.3,-0.3,-0.3,16.69924423399362
2348,[627  90],[642  72],[616 125],0.3,0.3,0.3,-16.69924423399362
580,[ 76 560],[ 64 570],[112 536],1.7857142857142856,1.3461538461538465,1.6691115431893395,-59.07328380305293
755,[532 122],[505 153],[537 101],0.3,0.3,0.2999999999999999,-16.69924423399362
1295,[231 668],[206 694],[243 646],0.5,0.5,0.5,-26.56505117707799
1740,[1449   76],[1485  110],[1434   74],-2.4999999999999996,-2.4999999999999996,-2.5,68.19859051364821
2184,[615  91],[634  69],[603 120],0.3,0.3,0.3,-16.69924423399362
2422,[971 316],[961 327],[1006  276],0.3,0.3,0.3,-16.69924423399362
598,[435 647],[423 621],[435 676],-0.3,0.0,-0.1509482618567359,8.58389404979309
